Date,Opponent,Match Type,Server,In,Ace,Error (net or wide),Error (long),Any Error,Speed (#),Serve Number,Serve Location,Serve Desination,Seam,Serve Rating (1-3),Point Score?,Expected SO %,Expected PS%,Opp. Pass Rating
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,40,,1,,0,2,1,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,40,,1,,0,1,1,0.7,0.3,3
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,40,,1,,1,3,1,0.45,0.55,1
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,1,0,0,0,41,,1,,1,4,1,0,1,0
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,39,,1,,1,2,1,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,40,,1,,1,3,1,0.45,0.55,1
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,37,,1,,0,1,0,0.7,0.3,3
11/3/2022,Juniata,Practice,Campbell,1,1,0,0,0,32,,1,,1,4,1,0,1,0
11/3/2022,Juniata,Practice,Campbell,1,0,0,0,0,37,,1,,1,3,0,0.45,0.55,1
11/3/2022,Juniata,Practice,Campbell,1,0,0,0,0,43,,1,,1,1,0,0.7,0.3,3
11/3/2022,Juniata,Practice,Campbell,1,0,0,0,0,37,,1,,1,2,0,0.65,0.35,2
11/3/2022,Juniata,Practice,Campbell,0,0,0,1,1,34,,1,,NA,4,1,0,1,0
11/3/2022,Juniata,Practice,Campbell,1,0,0,0,0,37,,1,,1,3,0,0.45,0.55,1
11/3/2022,Juniata,Practice,Campbell,1,0,0,0,0,37,,1,,0,3,1,0.45,0.55,1
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,34,,1,,1,3,1,0.45,0.55,1
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,35,,1,,1,2,0,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Campbell,1,1,0,0,0,33,,1,,1,4,1,0,1,0
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,34,,1,,1,2,1,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,32,,1,,0,2,0,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,33,,1,,1,2,1,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,34,,1,,1,3,1,0.45,0.55,1
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,32,,1,,1,2,0,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,36,,1,,0,1,0,0.7,0.3,3
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,35,,1,,1,1,0,0.7,0.3,3
11/6/2022,Mason,Scrimmage,Campbell,1,0,0,0,0,37,,1,,0,2,1,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,33,,1,,1,3,1,0.45,0.55,1
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,32,,1,,1,2,1,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,32,,1,,1,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,34,,1,,0,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,34,,1,,1,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,35,,1,,1,1,1,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,31,,1,,1,2,1,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,35,,1,,0,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,33,,1,,1,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,33,,1,,0,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Campbell,1,0,0,0,0,53,,1,,1,2,1,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Campbell,0,0,1,0,1,53,,1,,NA,0,0,1,0,FALSE
1/13/2023,Merrimack,Scrimmage,Campbell,1,0,0,0,0,36,,1,,0,2,1,0.65,0.35,2
1/13/2023,Merrimack,Scrimmage,Campbell,1,0,0,0,0,38,,1,,0,2,0,0.65,0.35,2
1/13/2023,Merrimack,Scrimmage,Campbell,1,0,0,0,0,36,,1,,1,1,0,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Campbell,0,0,1,0,1,35,,1,,NA,0,0,1,0,FALSE
1/15/2023,Mount Aloysius,Scrimmage,Campbell,1,0,0,0,0,32,,1,,1,1,0,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Campbell,0,0,0,1,1,36,,1,,NA,4,1,0,1,0
1/15/2023,Mount Aloysius,Scrimmage,Campbell,1,0,0,0,0,32,,1,,0,3,1,0.45,0.55,1
1/15/2023,Mount Aloysius,Scrimmage,Campbell,1,1,0,0,0,36,,1,,1,4,1,0,1,0
1/15/2023,Mount Aloysius,Scrimmage,Campbell,1,0,0,0,0,34,,1,,1,2,1,0.65,0.35,2
1/15/2023,Mount Aloysius,Scrimmage,Campbell,0,0,0,1,1,47,,1,,NA,4,1,0,1,0
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,37,1,1,6,1,3,1,0.45,0.55,1
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,31,2,1,6,0,2,1,0.65,0.35,2
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,38,3,1,5,1,2,1,0.65,0.35,2
2/3/2023,Geneva,Match,Campbell,1,1,0,0,0,39,4,1,1,1,4,1,0,1,0
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,40,5,1,6,1,3,1,0.45,0.55,1
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,36,6,1,6,0,1,0,0.7,0.3,3
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,38,1,1,5,1,2,1,0.65,0.35,2
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,37,2,1,1,1,2,0,0.65,0.35,2
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,40,1,1,1,1,1,1,0.7,0.3,3
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,36,2,1,5,1,2,1,0.65,0.35,2
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,37,3,1,5,1,2,1,0.65,0.35,2
2/3/2023,Geneva,Match,Campbell,0,0,1,0,1,37,4,1,NA,NA,0,0,1,0,FALSE
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,37,1,1,6,0,1,0,0.7,0.3,3
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,34,1,1,5,0,2,1,0.65,0.35,2
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,38,2,1,5,1,3,0,0.45,0.55,1
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,37,1,1,5,0,2,0,0.65,0.35,2
2/3/2023,Geneva,Match,Campbell,1,0,0,0,0,37,1,1,6,1,1,1,0.7,0.3,3
2/3/2023,Geneva,Match,Campbell,0,0,0,1,1,36,2,1,NA,NA,0,0,1,0,FALSE
2/3/2023,SJF,Match,Campbell,1,0,0,0,0,34,1,1,6,1,1,0,0.7,0.3,3
2/3/2023,SJF,Match,Campbell,1,0,0,0,0,37,1,1,6,0,1,0,0.7,0.3,3
2/3/2023,SJF,Match,Campbell,1,0,0,0,0,35,1,1,5,1,2,0,0.65,0.35,2
2/17/2023,PSUA,Match,Campbell,0,0,0,1,1,36,1,1,NA,NA,0,0,1,0,FALSE
2/18/2023,Etown,Match,Campbell,1,0,0,0,0,32,1,1,6,1,2,0,0.65,0.35,2
2/18/2023,Etown,Match,Campbell,1,0,0,0,0,33,1,1,6,0,1,1,0.7,0.3,3
2/18/2023,Etown,Match,Campbell,1,0,0,0,0,36,2,1,6,0,1,0,0.7,0.3,3
2/18/2023,Etown,Match,Campbell,1,0,0,0,0,33,1,1,5,1,1,0,0.7,0.3,3
2/18/2023,Etown,Match,Campbell,0,0,0,1,1,36,1,1,NA,NA,0,0,1,0,FALSE
2/18/2023,Etown,Match,Campbell,1,0,0,0,0,33,1,1,5,1,2,0,0.65,0.35,2
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,36,1,1,5,0,1,1,0.7,0.3,3
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,37,2,1,6,1,1,0,0.7,0.3,3
3/3/2023,Roanoke,Match,Campbell,1,1,0,0,0,34,1,1,4,1,4,1,0,1,0
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,37,1,1,5,1,1,1,0.7,0.3,3
3/3/2023,Roanoke,Match,Campbell,0,0,1,0,1,55,2,1,NA,NA,0,0,1,0,FALSE
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,34,1,1,5,1,3,0,0.45,0.55,1
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,39,1,1,6,1,1,1,0.7,0.3,3
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,37,2,1,5,0,2,0,0.65,0.35,2
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,37,1,1,5,0,2,1,0.65,0.35,2
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,37,2,1,5,1,1,0,0.7,0.3,3
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,38,1,1,5,0,1,1,0.7,0.3,3
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,36,2,1,6,1,1,1,0.7,0.3,3
3/3/2023,Roanoke,Match,Campbell,1,0,0,0,0,34,1,1,6,0,1,0,0.7,0.3,3
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,38,1,1,6,0,2,0,0.65,0.35,2
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,35,1,1,6,1,1,0,0.7,0.3,3
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,35,1,1,5,0,2,1,0.65,0.35,2
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,38,2,1,5,0,3,1,0.45,0.55,1
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,36,3,1,6,1,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,40,1,1,6,1,3,1,0.45,0.55,1
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,38,2,1,5,0,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,37,3,1,5,0,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,38,1,1,5,1,1,0,0.7,0.3,3
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,39,1,1,6,0,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,37,2,1,5,1,2,1,0.65,0.35,2
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,38,1,1,6,1,1,0,0.7,0.3,3
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,37,1,1,6,1,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Campbell,0,0,1,0,1,36,2,1,NA,NA,0,0,1,0,FALSE
3/4/2023,Arcadia,Match,Campbell,1,0,0,0,0,37,1,1,6,0,2,1,0.65,0.35,2
3/29/2023,Etown,Match,Campbell,1,0,0,0,0,36,1,1,6,1,3,1,0.45,0.55,1
3/29/2023,Etown,Match,Campbell,1,0,0,0,0,37,2,1,6,0,1,1,0.7,0.3,3
3/29/2023,Etown,Match,Campbell,1,0,0,0,0,36,3,1,6,1,2,0,0.65,0.35,2
3/29/2023,Etown,Match,Campbell,0,0,1,0,1,35,1,1,NA,NA,0,0,1,0,FALSE
3/29/2023,Etown,Match,Campbell,1,0,0,0,0,37,1,1,1,0,1,0,0.7,0.3,3
3/29/2023,Etown,Match,Campbell,1,0,0,0,0,37,1,1,5,1,2,0,0.65,0.35,2
3/29/2023,Etown,Match,Campbell,1,0,0,0,0,35,1,1,6,0,1,0,0.7,0.3,3
3/29/2023,Etown,Match,Campbell,1,0,0,0,0,34,1,1,6,0,3,0,0.45,0.55,1
4/8/2023,Elmira,Match,Campbell,1,0,0,0,0,36,1,1,6,1,1,0,0.7,0.3,3
4/8/2023,Elmira,Match,Campbell,1,0,0,0,0,33,1,1,5,0,1,0,0.7,0.3,3
4/8/2023,Elmira,Match,Campbell,1,1,0,0,0,35,1,1,6,1,4,1,0,1,0
4/8/2023,Elmira,Match,Campbell,1,0,0,0,0,35,1,1,6,1,3,0,0.45,0.55,1
4/8/2023,Elmira,Match,Campbell,1,0,0,0,0,36,1,1,5,1,1,0,0.7,0.3,3
4/8/2023,Elmira,Match,Campbell,1,0,0,0,0,33,1,1,5,0,2,0,0.65,0.35,2
10/27/2022,Juniata,Practice,Drew,1,0,0,0,0,34,,,,1,1,0,0.7,0.3,3
10/27/2022,Juniata,Practice,Drew,1,0,0,0,0,37,,,,1,1,1,0.7,0.3,3
10/27/2022,Juniata,Practice,Drew,1,0,0,0,0,26,,,,1,2,1,0.65,0.35,2
10/27/2022,Juniata,Practice,Drew,0,0,0,1,1,40,,,,NA,0,0,1,0,FALSE
10/28/2022,Blue/Gold,Scrimmage,Drew,1,0,0,0,0,27,,,,1,2,1,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Drew,0,0,1,0,1,40,,,,NA,0,0,1,0,FALSE
10/28/2022,Blue/Gold,Scrimmage,Drew,1,0,0,0,0,34,,,,0,2,0,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Drew,1,0,0,0,0,34,,,,0,2,0,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Drew,0,0,1,0,1,29,,,,NA,0,0,1,0,FALSE
11/6/2022,Daemen,Scrimmage,Drew,1,0,0,0,0,31,,,,1,2,1,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Drew,1,0,0,0,0,32,,,,1,2,1,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Drew,1,0,0,0,0,33,,,,1,3,0,0.45,0.55,1
11/6/2022,Daemen,Scrimmage,Drew,1,0,0,0,0,31,,,,1,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Drew,1,0,0,0,0,32,,,,1,2,0,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Drew,1,0,0,0,0,34,,,,1,2,0,0.65,0.35,2
4/8/2023,Elmira,Match,Drew,1,0,0,0,0,32,1,5,5,0,1,0,0.7,0.3,3
10/28/2022,Blue/Gold,Scrimmage,Jeremiah,1,0,0,0,0,38,,,,1,2,0,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Jeremiah,1,0,0,0,0,36,,,,0,2,0,0.65,0.35,2
11/3/2022,Juniata,Practice,Jeremiah,1,0,0,0,0,37,,,,1,3,1,0.45,0.55,1
11/3/2022,Juniata,Practice,Jeremiah,1,0,0,0,0,38,,,,1,2,0,0.65,0.35,2
11/3/2022,Juniata,Practice,Jeremiah,1,0,0,0,0,38,,,,0,2,1,0.65,0.35,2
11/3/2022,Juniata,Practice,Jeremiah,1,0,0,0,0,38,,,,1,1,0,0.7,0.3,3
11/3/2022,Juniata,Practice,Jeremiah,1,0,0,0,0,37,,,,1,3,1,0.45,0.55,1
10/25/2022,Juniata,Practice,Logan,1,0,0,0,0,34,,,,0,2,0,0.65,0.35,2
10/25/2022,Juniata,Practice,Logan,1,0,0,0,0,34,,,,0,2,1,0.65,0.35,2
10/25/2022,Juniata,Practice,Logan,1,0,0,0,0,32,,,,0,2,1,0.65,0.35,2
10/25/2022,Juniata,Practice,Logan,1,0,0,0,0,34,,,,1,2,1,0.65,0.35,2
10/25/2022,Juniata,Practice,Logan,1,0,0,0,0,35,,,,0,1,0,0.7,0.3,3
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,32,,,,1,2,1,0.65,0.35,2
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,26,,,,1,2,0,0.65,0.35,2
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,35,,,,1,1,0,0.7,0.3,3
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,30,,,,0,1,0,0.7,0.3,3
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,31,,,,0,1,1,0.7,0.3,3
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,38,,,,0,2,0,0.65,0.35,2
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,34,,,,1,3,1,0.45,0.55,1
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,34,,,,0,1,1,0.7,0.3,3
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,34,,,,1,2,1,0.65,0.35,2
10/27/2022,Juniata,Practice,Logan,1,0,0,0,0,31,,,,1,3,1,0.45,0.55,1
10/28/2022,Blue/Gold,Scrimmage,Logan,1,1,0,0,0,37,,,,1,4,1,0,1,0
10/28/2022,Blue/Gold,Scrimmage,Logan,1,1,0,0,0,28,,,,1,4,1,0,1,0
10/28/2022,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,28,,,,0,1,0,0.7,0.3,3
10/28/2022,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,31,,,,1,1,0,0.7,0.3,3
10/28/2022,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,31,,,,1,2,1,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,32,,,,0,1,1,0.7,0.3,3
10/28/2022,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,34,,,,1,2,0,0.65,0.35,2
11/3/2022,Juniata,Practice,Logan,1,0,0,0,0,33,,,,1,2,0,0.65,0.35,2
1/15/2023,Mount Aloysius,Scrimmage,Logan,1,0,0,0,0,32,,,,0,1,1,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Logan,0,0,0,1,1,31,,,,NA,0,0,1,0,FALSE
1/15/2023,Mount Aloysius,Scrimmage,Logan,1,0,0,0,0,32,,,,0,3,1,0.45,0.55,1
1/15/2023,Mount Aloysius,Scrimmage,Logan,1,0,0,0,0,33,,,,1,3,1,0.45,0.55,1
1/15/2023,Mount Aloysius,Scrimmage,Logan,1,0,0,0,0,33,,,,0,1,0,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Logan,1,0,0,0,0,31,,,,0,2,1,0.65,0.35,2
1/15/2023,Mount Aloysius,Scrimmage,Logan,0,0,0,1,1,33,,,,NA,0,0,1,0,FALSE
1/15/2023,Mount Aloysius,Scrimmage,Logan,1,0,0,0,0,34,,,,0,1,1,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Logan,0,0,0,1,1,32,,,,NA,0,0,1,0,FALSE
1/15/2023,Mount Aloysius,Scrimmage,Logan,0,0,0,1,1,33,,,,NA,0,0,1,0,FALSE
2/17/2023,PSUA,Match,Logan,1,0,0,0,0,31,1,6,,1,3,1,0.45,0.55,1
2/17/2023,PSUA,Match,Logan,1,0,0,0,0,30,1,6,,0,2,0,0.65,0.35,2
2/17/2023,PSUA,Match,Logan,1,1,0,0,0,33,1,6,,0,2,0,0.65,0.35,2
2/17/2023,PSUA,Match,Logan,1,0,0,0,0,37,2,6,,0,3,0,0.45,0.55,1
2/17/2023,PSUA,Match,Logan,1,0,0,0,0,37,1,6,,0,2,1,0.65,0.35,2
2/17/2023,PSUA,Match,Logan,1,0,0,0,0,35,2,6,,0,1,0,0.7,0.3,3
4/8/2023,Drew,Match,Logan,1,1,0,0,0,36,1,6,,1,1,1,0.7,0.3,3
4/8/2023,Drew,Match,Logan,1,0,0,0,0,35,1,6,,1,1,1,0.7,0.3,3
4/8/2023,Drew,Match,Logan,1,0,0,0,0,31,1,6,,0,1,1,0.7,0.3,3
4/8/2023,Drew,Match,Logan,0,0,1,0,1,33,1,6,,0,0,0,1,0,FALSE
10/27/2023,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,30,1,6,,1,2,0,0.65,0.35,2
10/27/2023,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,34,2,6,,1,3,0,0.45,0.55,1
10/27/2023,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,35,1,6,,1,2,1,0.65,0.35,2
10/27/2023,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,33,2,6,,1,1,1,0.7,0.3,3
10/27/2023,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,35,1,6,,0,2,1,0.65,0.35,2
10/27/2023,Blue/Gold,Scrimmage,Logan,1,0,0,0,0,33,2,6,,0,2,1,0.65,0.35,2
10/27/2023,Blue/Gold,Scrimmage,Logan,0,0,1,0,1,32,1,6,,0,0,0,1,0,FALSE
11/6/2022,Mason,Scrimmage,Peter,1,0,0,0,0,29,1,6,,1,3,0,0.45,0.55,1
11/6/2022,Mason,Scrimmage,Peter,1,0,0,0,0,33,1,6,,1,1,0,0.7,0.3,3
4/8/2023,Elmira,Match,Peter,1,0,0,0,0,33,1,1,5,0,2,1,0.65,0.35,2
4/8/2023,Elmira,Match,Peter,1,0,0,0,0,34,2,1,6,0,2,1,0.65,0.35,2
4/8/2023,Elmira,Match,Peter,1,0,0,0,0,35,3,1,5,1,3,1,0.45,0.55,1
4/8/2023,Elmira,Match,Peter,1,0,0,0,0,37,4,1,5,1,2,1,0.65,0.35,2
4/8/2023,Elmira,Match,Peter,0,0,0,1,1,36,5,1,NA,NA,0,0,1,0,FALSE
4/8/2023,Elmira,Match,Peter,1,0,0,0,0,33,1,1,5,1,2,0,0.65,0.35,2
4/8/2023,Elmira,Match,Peter,1,0,0,0,0,33,1,1,5,0,1,1,0.7,0.3,3
4/8/2023,Elmira,Match,Peter,1,0,0,0,0,35,2,1,5,0,2,1,0.65,0.35,2
4/8/2023,Elmira,Match,Peter,1,0,0,0,0,38,3,1,6,1,2,0,0.65,0.35,2
4/8/2023,Elmira,Match,Peter,1,0,0,0,0,36,1,1,6,0,2,1,0.65,0.35,2
10/25/2022,Juniata,Practice,Grant,1,0,0,0,0,38,,,,1,2,1,0.65,0.35,2
10/25/2022,Juniata,Practice,Grant,1,0,0,0,0,39,,,,1,3,1,0.45,0.55,1
10/25/2022,Juniata,Practice,Grant,1,0,0,0,0,35,,,,0,1,0,0.7,0.3,3
10/25/2022,Juniata,Practice,Grant,1,0,0,0,0,36,,,,1,3,1,0.45,0.55,1
10/25/2022,Juniata,Practice,Grant,0,0,1,0,1,33,,,,NA,0,0,1,0,FALSE
10/25/2022,Juniata,Practice,Grant,1,0,0,0,0,35,,,,0,1,1,0.7,0.3,3
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,36,,,,1,2,0,0.65,0.35,2
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,41,,,,1,3,1,0.45,0.55,1
10/27/2022,Juniata,Practice,Grant,0,0,0,1,1,37,,,,NA,4,1,0,1,0
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,35,,,,0,1,1,0.7,0.3,3
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,38,,,,1,2,0,0.65,0.35,2
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,40,,,,1,3,1,0.45,0.55,1
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,38,,,,1,1,1,0.7,0.3,3
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,37,,,,1,2,1,0.65,0.35,2
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,39,,,,0,1,1,0.7,0.3,3
10/27/2022,Juniata,Practice,Grant,0,0,0,1,1,42,,,,NA,4,1,0,1,0
10/27/2022,Juniata,Practice,Grant,0,0,1,0,1,37,,,,NA,0,0,1,0,FALSE
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,40,,,,0,3,1,0.45,0.55,1
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,,,,,0,2,0,0.65,0.35,2
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,33,,,,1,3,0,0.45,0.55,1
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,37,,,,1,1,1,0.7,0.3,3
10/27/2022,Juniata,Practice,Grant,1,1,0,0,0,37,,,,1,4,1,0,1,0
10/27/2022,Juniata,Practice,Grant,1,0,0,0,0,39,,,,1,1,1,0.7,0.3,3
10/27/2022,Juniata,Practice,Grant,0,0,0,1,1,37,,,,NA,4,1,0,1,0
10/28/2022,Blue/Gold,Scrimmage,Grant,1,0,0,0,0,39,,,,1,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Grant,1,0,0,0,0,32,,,,1,3,1,0.45,0.55,1
11/6/2022,Daemen,Scrimmage,Grant,1,0,0,0,0,35,,,,1,2,1,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Grant,1,0,0,0,0,36,,,,0,3,1,0.45,0.55,1
11/6/2022,Daemen,Scrimmage,Grant,0,0,0,1,1,39,,,,NA,0,0,1,0,FALSE
11/6/2022,Daemen,Scrimmage,Grant,1,0,0,0,0,32,,,,0,2,1,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Grant,1,0,0,0,0,33,,,,0,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Grant,1,0,0,0,0,31,,,,1,1,1,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Grant,1,0,0,0,0,37,,,,0,1,1,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Grant,0,0,1,0,1,36,,,,NA,0,0,1,0,FALSE
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,37,,,,0,2,1,0.65,0.35,2
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,36,,,,1,1,1,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Grant,0,0,0,1,1,40,,,,NA,4,1,0,1,0
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,38,,,,0,3,1,0.45,0.55,1
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,1,0,0,0,38,,,,0,4,1,0,1,0
1/15/2023,Mount Aloysius,Scrimmage,Grant,0,0,1,0,1,36,,,,NA,0,0,1,0,FALSE
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,35,,,,1,3,1,0.45,0.55,1
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,37,,,,0,2,0,0.65,0.35,2
1/15/2023,Mount Aloysius,Scrimmage,Grant,0,0,0,1,1,34,,,,NA,4,1,0,1,0
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,34,,,,0,1,1,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,38,,,,1,1,1,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,1,0,0,0,35,,,,1,4,1,0,1,0
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,37,,,,0,3,1,0.45,0.55,1
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,1,0,0,0,39,,,,1,4,1,0,1,0
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,38,,,,1,1,1,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Grant,1,0,0,0,0,38,,,,1,2,0,0.65,0.35,2
2/3/2023,Geneva,Match,Grant,1,0,0,0,0,35,1,1,5,2,2,0,0.65,0.35,2
2/3/2023,Geneva,Match,Grant,1,1,0,0,0,37,1,1,5,1,4,1,0,1,0
2/3/2023,Geneva,Match,Grant,1,0,0,0,0,37,2,1,6,0,2,0,0.65,0.35,2
2/3/2023,Geneva,Match,Grant,1,1,0,0,0,38,1,1,6,1,4,1,0,1,0
